@relation 'CAN_traffic (Multi-class)-weka.filters.unsupervised.attribute.Remove-R1-2,10-weka.filters.unsupervised.attribute.Remove-R3'

@attribute Mean numeric
@attribute Var numeric
@attribute Q3 numeric
@attribute IQR numeric
@attribute Skew numeric
@attribute Kurt numeric
@attribute Class {Flooding,Fuzzy,Malfunction}

@data
63.733333,64.133333,67.75,6.75,-0.217667,-0.675037,Flooding
31.393443,280.30929,48,33,0.072701,-1.845614,Flooding
32.779661,2.243717,33,1,0.567352,-0.40942,Flooding
32.637931,245.252571,48,30,-0.01701,-1.881403,Flooding
32.694915,45.594974,39,13,0.041236,-1.846195,Flooding
65.482759,1.901478,67,3,0.493888,-1.044176,Flooding
32.694915,72.457043,41.5,16.5,0.028816,-1.844299,Flooding
32.745763,44.606663,39,13,0.031359,-1.781824,Flooding
32.542373,94.70076,42,19,0.037614,-1.889545,Flooding
65.206897,4.384236,67,3,-1.941858,6.179954,Flooding
326.8,1.2,327,0,-0.867528,-0.270833,Flooding
32.603448,269.611918,49,33,-0.002114,-1.939557,Flooding
327,0.5,327,0,0,-0.5,Flooding
65.172414,4.29064,66,2,-1.902837,6.47658,Flooding
327.2,0.2,327,0,1.5,0.25,Flooding
32.586207,175.264368,46,26.75,0.028126,-1.888972,Flooding
163.636364,0.254545,164,1,-0.566947,-1.678571,Flooding
32.59322,49.659264,38.5,12.5,0.027571,-1.430371,Flooding
32.616667,35.596328,37,9,-0.006632,-1.09767,Flooding
32.762712,50.77031,39,13.5,0.005816,-1.889775,Flooding
32.6,9.769492,34.25,3.25,0.164296,2.059657,Flooding
32.655172,224.264973,47,29,-0.026145,-1.876378,Flooding
32.483333,50.389548,36,5,-0.095407,0.754442,Flooding
32.745763,6.606663,35,5,0.155888,-1.130348,Flooding
32.762712,50.77031,39,13,-0.006874,-1.850818,Flooding
65.413793,17.394089,68,5,-0.802967,0.803147,Flooding
32.655172,235.528131,47.75,29.75,-0.013609,-1.887616,Flooding
32.762712,69.080655,36,7.5,0.013841,-0.018817,Flooding
32.779661,85.519579,40,14.5,-0.022244,-1.291799,Flooding
32.728814,9.92519,34,3,0.045331,0.863847,Flooding
66.344828,71.73399,67,3,0.925056,5.741221,Flooding
32.745763,16.985973,35,4.5,0.017731,0.517128,Flooding
32.677966,7.670368,34,3,0.578547,0.882457,Flooding
32.508475,47.805961,38,10,-0.027218,-1.132757,Flooding
65.103448,28.096059,67,3,-0.301944,2.267698,Flooding
327,0.5,327,0,0,-0.5,Flooding
32.813559,74.809468,39.5,14.5,0.080739,-0.934381,Flooding
327.2,1.7,328,2,0.363173,-1.371972,Flooding
65.137931,29.337438,67,3,0.053527,1.832828,Flooding
327,0.5,327,0,0,-0.5,Flooding
32.762712,39.218586,37.5,9.5,0.089073,-0.293525,Flooding
163.545455,0.672727,164,1,-0.150808,-0.387509,Flooding
32.610169,27.138515,35,5,-0.038706,-0.143716,Flooding
32.689655,8.603751,34.75,3.75,0.174137,1.47791,Flooding
32.745763,15.710111,36,7,-0.056148,-0.770293,Flooding
32.779661,86.864407,40,15,-0.019849,-1.294882,Flooding
32.711864,4.725891,34,3,0.191852,0.060022,Flooding
32.711864,27.656926,35.5,6,0.395618,2.262594,Flooding
32.728814,7.235535,34.5,4.5,0.163143,-1.181386,Flooding
32.728814,16.270018,36,6.5,-0.058055,-0.945186,Flooding
65.344828,7.23399,67,3,-0.229261,2.413296,Flooding
32.779661,84.381648,40,15,-0.019097,-1.3659,Flooding
32.915254,130.665108,44.5,21.5,-0.022752,-1.140307,Flooding
32.745763,70.57218,39,12,-0.094333,-0.639776,Flooding
32.610169,14.862653,34.5,4.5,0.167111,0.006461,Flooding
65.586207,274.894089,68,4,-0.005989,-0.476085,Flooding
32.59322,17.659264,36,6,-0.075949,-0.432491,Flooding
32.745763,13.882525,36,6.5,0.024237,-1.050172,Flooding
32.576271,22.282876,35,5,0.339631,0.456494,Flooding
65.310345,25.935961,67,3,0.045682,1.819416,Flooding
326.6,10.3,327,1,-0.103495,-0.576539,Flooding
32.762712,58.632379,37.5,9.5,-0.055248,-0.546369,Flooding
326.8,9.2,328,3,0.151449,-1.034853,Flooding
65.344828,30.23399,67,3,-0.070167,1.956134,Flooding
326.6,0.8,327,1,0.84375,-0.921875,Flooding
32.711864,32.381064,35,5,0.06114,0.416519,Flooding
163.363636,0.454545,164,1,-0.509117,-0.676,Flooding
32.610169,10.207481,34,3,0.157233,1.840404,Flooding
32.65,5.248305,34,3,0.273944,-0.410414,Flooding
32.694915,16.698422,35,5,-0.119239,-0.586581,Flooding
32.745763,66.261835,39,12,-0.082559,-0.741491,Flooding
32.677966,5.497954,34,3,0.093132,-1.085918,Flooding
32.677966,20.911748,35,5,0.366004,5.305761,Flooding
32.694915,8.388077,35,5,0.156727,-1.290254,Flooding
32.711864,13.20865,35,5,-0.091779,-0.476294,Flooding
65.344828,8.019704,67,3,-0.23283,0.501416,Flooding
32.745763,66.434249,38.5,11.5,-0.080258,-0.703379,Flooding
32.644068,243.64699,50,35,0.069981,-1.374692,Flooding
32.728814,39.063121,39,13,-0.099258,-1.712765,Flooding
32.711864,4.450029,34.5,3.5,-0.071288,-1.01817,Flooding
65.517241,116.401478,66,2,0.678265,1.835876,Flooding
32.610169,7.44886,35,4,-0.051531,-0.84937,Flooding
32.728814,5.92519,34,3,-0.085886,-0.015219,Flooding
32.610169,12.517826,34,3,-0.315057,4.198799,Flooding
65.310345,1.793103,66,2,0.051298,-0.980824,Flooding
326.8,1.2,327,0,-0.867528,-0.270833,Flooding
32.711864,20.105202,37,9,-0.041203,-1.657913,Flooding
326.8,1.2,327,0,-0.867528,-0.270833,Flooding
65.344828,1.948276,66,2,-0.075139,-0.988391,Flooding
327.8,184.7,327,1,0.531626,-0.419714,Flooding
32.711864,7.036236,35,5,-0.127477,-1.370568,Flooding
163.090909,0.090909,163,0,2.84605,6.1,Flooding
32.633333,10.20226,35,4,-0.084402,2.688506,Flooding
32.644068,6.543542,35,4,-0.009437,-0.596151,Flooding
32.711864,10.794857,35.5,5.5,-0.030586,-0.885829,Flooding
32.728814,37.028638,39,13,-0.051057,-1.696263,Flooding
32.644068,5.129749,35,4,0.097821,-1.11849,Flooding
32.644068,14.715956,36,6,0.095815,-0.829358,Flooding
32.677966,4.94623,34.5,4.5,0.126663,-1.089459,Flooding
32.694915,10.388077,35.5,5.5,-0.099136,-1.408197,Flooding
65.310345,1.864532,66,2,0.107452,-1.050559,Flooding
32.728814,36.959673,39,13,-0.057488,-1.705649,Flooding
32.644068,46.198714,33,1,-0.20009,6.374919,Flooding
32.79661,37.544126,39,12.5,-0.080491,-1.736313,Flooding
32.644068,3.784921,35,4,-0.070684,-1.025753,Flooding
65.310345,32.864532,66,2,0.35485,10.410839,Flooding
32.644068,5.371128,34.5,3.5,0.154094,-0.739474,Flooding
32.677966,1.56692,34,2,0.042299,-1.214434,Flooding
32.65,4.366949,34,3,0.03391,-1.293486,Flooding
65.310345,1.650246,66,2,0.430563,-1.168325,Flooding
326.4,2.8,327,2,0.730196,-0.866071,Flooding
32.745763,20.365283,37,8.5,-0.039947,-1.8584,Flooding
326.4,5.3,327,2,0.692728,-0.717871,Flooding
65.344828,1.662562,66,2,0.655375,-0.44317,Flooding
326.4,0.8,326,0,1.5,0.25,Flooding
32.627119,5.306838,34,4,0.061696,-1.301859,Flooding
161.272727,213.018182,168.5,10.5,-0.460476,-0.063727,Flooding
32.677966,6.56692,34,4,0.189039,-0.998629,Flooding
32.694915,5.905319,35,5,0.04745,-1.261868,Flooding
32.779661,23.312683,37,9,-0.076099,-1.401077,Flooding
32.79661,36.992402,38.5,11.5,-0.07917,-1.734212,Flooding
32.677966,5.532437,34,4,0.086826,-1.256672,Flooding
32.677966,6.049679,34,4,0.551555,-0.256018,Flooding
32.677966,6.18761,34,3.5,0.345363,-0.688104,Flooding
32.745763,19.675628,37,8.5,-0.092378,-1.8207,Flooding
65.344828,1.73399,67,3,0.391347,-1.289466,Flooding
32.79661,35.268264,38.5,11.5,-0.060721,-1.737952,Flooding
32.576271,39.903565,34,3,0.084822,9.976745,Flooding
32.728814,47.132086,40,14,-0.060557,-1.832798,Flooding
32.610169,4.862653,34.5,3.5,-0.090278,0.528937,Flooding
65.310345,47.793103,67,3,0.072407,8.722413,Flooding
32.610169,5.345412,34.5,3.5,0.296998,0.376004,Flooding
32.644068,2.198714,33,1,0.564477,0.032196,Flooding
32.62069,4.836056,34,4,-0.04852,-1.497368,Flooding
65.275862,2.564039,66,2,0.49554,-0.550904,Flooding
325.6,5.3,327,2,-0.692728,-0.717871,Flooding
32.566667,20.724294,37,9,-0.086519,-1.800925,Flooding
325.6,8.3,328,3,-0.816361,-0.667223,Flooding
65.275862,2.778325,67,3,0.211994,-0.860344,Flooding
326.2,0.2,326,0,1.5,0.25,Flooding
32.583333,5.162429,34,4,-0.043615,-1.242102,Flooding
162.909091,98.290909,164,2,0.028745,2.335409,Flooding
32.644068,5.853887,34,3,0.150039,-0.624207,Flooding
32.661017,5.090006,35,4.5,-0.026466,-1.195253,Flooding
32.728814,40.132086,39,13,-0.063141,-1.836954,Flooding
32.745763,49.917008,40,14,-0.070501,-1.851873,Flooding
32.661017,5.124489,34.5,3.5,0.084779,-1.216116,Flooding
32.762712,16.115137,35,5,0.115626,-0.68961,Flooding
32.59322,3.624781,34,3,0.369227,-0.474354,Flooding
32.728814,14.511397,36,6,0.023882,-0.775848,Flooding
65.241379,2.332512,66,2,0.441772,-0.047509,Flooding
32.745763,48.57218,40,14,-0.065102,-1.860139,Flooding
32.283333,11.053955,34,4,-3.194456,16.829314,Flooding
32.616667,52.986158,40,14,-0.025548,-1.868558,Flooding
32.59322,5.935126,33.5,2.5,0.495561,2.656607,Flooding
65.241379,2.761084,66,2,0.892103,0.392288,Flooding
32.711864,3.20865,33.5,2.5,0.92968,0.815993,Flooding
32.616667,55.35904,40,15,-0.020728,-1.903999,Flooding
32.661017,1.848627,33,1.5,-0.115291,-0.697205,Flooding
32.416667,7.331921,34,4,-1.491201,5.302334,Flooding
325.6,3.3,327,3,0.380465,-1.557851,Flooding
32.525424,22.805377,37,9,0.006944,-1.759272,Flooding
325.6,5.3,328,4,0.131948,-1.679067,Flooding
65.206897,1.884236,66,2,0.379372,-1.186587,Flooding
325.6,1.8,325,0,1.5,0.25,Flooding
32.559322,4.147282,34,4,-0.018418,-1.29739,Flooding
162.727273,1.618182,163.5,1.5,0.227386,-0.874953,Flooding
32.627119,5.686148,34,3.5,0.264174,-0.391381,Flooding
32.627119,4.341321,34,3,-0.07165,-1.174943,Flooding
32.677966,44.56692,39,13,-0.003727,-1.85317,Flooding
32.745763,58.710111,40,15,-0.042554,-1.885991,Flooding
32.627119,4.5827,34.5,4,-0.027668,-1.283111,Flooding
32.627119,17.720631,36,6,0.190872,-0.712828,Flooding
32.610169,5.138515,34,3,0.464353,-0.144524,Flooding
32.559322,19.078317,35,4,0.245808,-0.051879,Flooding
65.241379,2.332512,66,2,0.870296,-0.404799,Flooding
65.206897,2.455665,66,2,0.274527,-0.397755,Flooding
32.627119,4.996493,34,4,0.017498,-1.575365,Flooding
32.491525,52.461134,40,14.5,0.004084,-1.825446,Flooding
32.583333,22.009887,35.25,4.25,-0.015796,-0.732832,Flooding
65.206897,2.669951,67,3,0.461059,-1.324263,Flooding
32.6,3.091525,34.25,3.25,0.379592,-1.217278,Flooding
32.644068,3.957335,34,3.5,-0.135303,-1.469755,Flooding
32.627119,4.651666,34,4,-0.0089,-1.466341,Flooding
65.241379,1.332512,66,2,0.651568,-0.516048,Flooding
325.8,2.7,327,2,0.347767,-1.421811,Flooding
32.525424,25.667446,37,9,0.03421,-1.817773,Flooding
325.8,4.2,328,4,0.296153,-1.790816,Flooding
65.206897,1.812808,66,2,0.599196,-0.910802,Flooding
326,0.5,326,0,0,-0.5,Flooding
32.559322,5.354179,35,5,-0.093204,-1.511557,Flooding
163,0.4,163,0,0,-0.25,Flooding
32.627119,5.341321,34,3.5,-0.037173,-0.915349,Flooding
32.610169,4.828171,34,3.5,-0.006569,-1.246942,Flooding
32.677966,28.084161,37,10,0.04237,-1.53993,Flooding
32.6,58.854237,40,15,0.000027,-1.885187,Flooding
32.627119,5.030976,34.5,4,0.002274,-1.338601,Flooding
32.627119,9.375804,35,5,-0.002802,0.080197,Flooding
32.627119,5.410286,34,4,0.036046,-1.107807,Flooding
32.576271,21.938048,35,4,0.09764,-0.678793,Flooding
65.206897,2.098522,66,2,0.708669,-0.918576,Flooding
32.491525,50.633548,40,15,-0.016239,-1.861877,Flooding
32.677966,4.980713,34.5,4.5,0.062668,-1.431745,Flooding
32.491525,51.702513,39.5,14.5,0.015067,-1.811236,Flooding
32.677966,41.842782,39,13,0.081696,-1.551802,Flooding
65.310345,2.364532,66,2,0.604706,-1.151657,Flooding
32.655172,11.282517,34.75,3.75,0.341665,0.766174,Flooding
32.491525,52.564582,39.5,14.5,0.015167,-1.856425,Flooding
32.711864,5.794857,34,4,0.11835,-1.360749,Flooding
32.694915,4.732905,34,4,-0.069377,-1.493538,Flooding
326.2,2.7,326,1,1.164264,-0.187243,Flooding
32.559322,35.423144,38,12,0.012473,-1.851288,Flooding
326.2,3.7,327,2,0.39587,-1.005478,Flooding
65.310345,2.435961,66,2,0.445783,-0.697111,Flooding
326.2,0.2,326,0,1.5,0.25,Flooding
32.59322,9.004091,35,6,-0.050667,-1.592168,Flooding
162.818182,1.763636,164,2,-0.730541,-0.360878,Flooding
32.661017,6.26242,34,3.5,-0.035868,-0.229548,Flooding
32.644068,4.578025,34,3.5,-0.040498,-1.301441,Flooding
32.711864,16.346581,36,7,0.037877,-1.457933,Flooding
32.661017,4.400351,34,3,0.037384,-1.278874,Flooding
32.491525,53.66803,40,15,0.018223,-1.852872,Flooding
32.745763,14.985973,35,5,0.104585,-0.349556,Flooding
32.616667,9.426836,35,5,0.160621,-0.986993,Flooding
32.616667,17.799718,36,7,0.106539,-1.189828,Flooding
65.344828,2.162562,67,3,0.619124,-0.772142,Flooding
65.344828,2.948276,66,2,0.613242,0.340037,Flooding
32.576271,4.972531,34,4,0.015851,-1.192987,Flooding
32.474576,44.977791,39,13,0.030646,-1.822904,Flooding
32.745763,36.537697,39,11.5,-0.058556,-1.134306,Flooding
65.241379,3.618227,67,3,0.693026,-0.55659,Flooding
32.583333,10.891243,35,5,-0.021604,-0.85842,Flooding
32.728814,7.270018,35,5,-0.155935,0.958469,Flooding
32.59322,5.797195,34,4,0.007842,-1.185569,Flooding
65.241379,2.118227,66,2,0.632439,-0.424793,Flooding
326,5.5,328,4,-0.390053,-1.657025,Flooding
32.508475,30.185272,38,11,-0.005283,-1.817797,Flooding
325.8,8.2,328,4,-0.205692,-1.385931,Flooding
65.206897,2.384236,66,2,1.069285,1.120045,Flooding
325.8,3.2,326,0,-0.550781,-0.40918,Flooding
32.542373,8.528346,35,5,-0.035091,-1.59781,Flooding
163,0.6,163.5,1,0,-1.166667,Flooding
32.559322,6.078317,34,4,-0.03351,-0.512469,Flooding
32.576271,5.420807,35,5,-0.056272,-0.801684,Flooding
32.6,14.00678,36,7,0.082009,-1.630543,Flooding
32.559322,5.354179,34,3.5,0.016277,-0.685937,Flooding
32.457627,46.597312,39,13,-0.004213,-1.855187,Flooding
32.576271,26.282876,35,5,0.161486,-0.533185,Flooding
32.474576,7.977791,34,3,0.378851,0.173405,Flooding
32.491525,18.219755,36,8,-0.013474,-1.478908,Flooding
65.275862,2.635468,66,2,-0.099215,-0.470217,Flooding
32.457627,45.355932,39,13,-0.015155,-1.821087,Flooding
32.610169,5.552309,34,4,0.123759,-1.203818,Flooding
32.474576,41.874342,39,13,0.006666,-1.868461,Flooding
32.59322,6.590298,34,3,0.545199,4.621651,Flooding
65.206897,2.455665,67,3,0.557881,-1.21252,Flooding
32.491525,7.012858,33,2,0.459017,0.138304,Flooding
32.644068,5.0263,34.5,4.5,-0.168281,-1.480207,Flooding
32.59322,4.521333,34,3.5,0.151918,-1.123923,Flooding
65.206897,1.884236,67,3,0.379372,-1.686682,Flooding
325.8,0.2,326,0,-1.5,0.25,Flooding
32.508475,23.530099,37,9.5,-0.037718,-1.835209,Flooding
325.8,0.2,326,0,-1.5,0.25,Flooding
65.206897,1.741379,67,3,0.371368,-1.609495,Flooding
325.8,0.7,326,1,0.343622,-1.153061,Flooding
32.559322,5.009351,35,5,-0.190531,-1.475845,Flooding
163,0.6,163.5,1,0,-1.166667,Flooding
32.59322,4.590298,34,3,-0.320266,-0.530087,Flooding
32.566667,3.944633,34,3,-0.289211,-1.11033,Flooding
32.338983,40.158971,36,7,0.109123,0.964908,Flooding
32.583333,3.603107,34,3,-0.242238,-1.000252,Flooding
32.491525,38.599065,39,13,0.003248,-1.858087,Flooding
32.583333,15.230226,35,5,0.235968,-0.27448,Flooding
32.474576,7.012274,33,2,0.118601,1.309756,Flooding
32.474576,28.21917,36,8,0.131716,0.820995,Flooding
65.206897,1.741379,67,3,0.371368,-1.609495,Flooding
32.491525,37.530099,39,13,0.005311,-1.835868,Flooding
32.583333,8.314972,35,5,0.264165,-0.572352,Flooding
32.491525,52.081823,39,13,0.049489,-1.819124,Flooding
32.610169,2.172998,33,2,0.368558,-1.110971,Flooding
65.275862,2.778325,67,3,0.635814,-0.973369,Flooding
32.525424,4.701929,34,3,0.430783,0.577792,Flooding
32.661017,5.503799,34.5,4.5,-0.168441,-1.147496,Flooding
32.583333,4.857345,34,4,0.040824,-1.288117,Flooding
65.206897,1.955665,66,2,0.820716,-0.187773,Flooding
326.8,14.2,327,2,0.925188,-0.369917,Flooding
32.525424,25.943308,37,10,0.030347,-1.81916,Flooding
327,18.5,328,3,0.927345,-0.543828,Flooding
65.241379,2.118227,66,2,0.844654,-0.271284,Flooding
326.2,0.2,326,0,1.5,0.25,Flooding
32.576271,5.248393,34,4,0.096098,-1.073442,Flooding
163.090909,0.890909,164,2,-0.179354,-1.741566,Flooding
32.516667,3.677684,34,3,-0.556425,0.848235,Flooding
32.576271,2.248393,33.5,2.5,0.223132,-0.543903,Flooding
32.338983,50.745178,36,7,0.043035,-0.407603,Flooding
32.491525,52.978375,39,13,0.036392,-1.831902,Flooding
32.576271,1.800117,33,1.5,-0.012894,-0.739824,Flooding
32.559322,25.836937,38,10.5,0.023592,-1.392923,Flooding
32.491525,3.185272,33,2,-0.050252,1.556767,Flooding
32.338983,23.952075,35,6,-0.21852,1.562136,Flooding
65.241379,2.332512,66,2,0.686643,-0.531398,Flooding
32.491525,53.461134,39,13,0.039669,-1.834929,Flooding
32.542373,11.424898,35,6,0.081229,-1.506653,Flooding
32.525424,47.977791,39,13,0.046996,-1.6603,Flooding
32.644068,2.371128,33,2,0.412018,-0.957713,Flooding
65.310345,2.793103,67,3,0.524173,-0.951865,Flooding
32.542373,23.597312,34.5,4,0.170761,1.406044,Flooding
32.633333,5.219209,34.25,4.25,0.045419,-1.470632,Flooding
32.576271,4.662186,34,3,0.174861,0.043094,Flooding
65.344828,2.448276,66,2,0.321597,-0.630734,Flooding
326.6,23.3,329,3,-0.665636,-0.570954,Flooding
32.508475,32.254237,37,10,0.059859,-1.713526,Flooding
326.4,22.3,328,2,-0.598156,-0.493404,Flooding
65.344828,3.23399,67,3,0.144596,-0.463886,Flooding
326.4,0.8,327,1,-0.84375,-0.921875,Flooding
32.542373,8.321449,35,5,0.099438,-1.080854,Flooding
163.181818,0.763636,164,1.5,-0.350707,-1.472789,Flooding
32.576271,4.144944,34,2.5,0.055824,0.087057,Flooding
32.59322,2.900643,33.5,1.5,0.377618,1.510727,Flooding
32.389831,106.828171,43,21,0.021691,-1.822868,Flooding
32.525424,53.943308,39.5,14.5,0.062622,-1.741653,Flooding
32.59322,2.48685,33.5,1.5,0.372422,0.340295,Flooding
32.59322,18.624781,36,7,0.060193,-0.572445,Flooding
32.525424,19.529515,35,4.5,-0.009474,-0.496269,Flooding
32.40678,29.004091,35,4,0.128373,1.988242,Flooding
65.310345,1.578818,67,3,0.274367,-1.536906,Flooding
32.525424,51.805377,39.5,14,0.047671,-1.704531,Flooding
32.542373,13.562829,36,7,0.02598,-1.700973,Flooding
32.474576,48.357101,39,13,0.048741,-1.638198,Flooding
32.677966,3.704851,34,3,0.055032,-1.380127,Flooding
65.37931,6.029557,68,5,0.332156,-1.435809,Flooding
32.644068,24.543542,34,3,-0.137909,2.105752,Flooding
32.59322,5.073057,34,4,0.059415,-1.444997,Flooding
32.576271,4.282876,34,3,0.108416,-0.350365,Flooding
65.241379,1.761084,66,2,0.480325,-1.236705,Flooding
327.8,8.7,327,1,1.393332,0.108799,Flooding
32.525424,34.391584,38,11,0.052614,-1.786275,Flooding
327.6,6.3,327,1,1.353275,0.056311,Flooding
65.206897,1.741379,66,2,0.561171,-0.55961,Flooding
326,0.5,326,0,0,-0.5,Flooding
32.576271,10.800117,35,6,0.106693,-1.353625,Flooding
163.181818,0.563636,164,1,-0.282678,-1.026535,Flooding
32.559322,4.147282,33,2,0.747498,1.573785,Flooding
32.542373,4.528346,33,1.5,0.622999,1.565868,Flooding
32.423729,96.282876,43,21,0.051936,-1.693313,Flooding
32.457627,51.70076,39,13,0.045307,-1.681223,Flooding
32.559322,3.87142,33,1.5,0.670935,1.828434,Flooding
32.728814,24.097604,37.5,9.5,-0.024659,-1.393237,Flooding
32.644068,25.612507,35.5,5.5,0.023598,-0.638988,Flooding
32.627119,47.824079,35,4,0.006307,-0.22045,Flooding
65.37931,3.243842,67,3,0.423424,-0.649228,Flooding
32.457627,49.70076,39,13,0.035129,-1.670911,Flooding
32.525424,14.426067,36,7,0.020806,-1.787719,Flooding
32.440678,42.802455,38,12,0.046384,-1.722677,Flooding
32.583333,5.264124,34,4,0.197514,-1.499544,Flooding
65.37931,4.815271,67,3,0.371472,-0.661049,Flooding
32.610169,29.241964,34,3,0.006817,0.726935,Flooding
32.559322,5.1128,35,5,0.025703,-1.694118,Flooding
32.525424,9.977791,35,5,-0.113528,-1.191746,Flooding
65.137931,1.980296,66,2,0.925767,-0.071253,Flooding
325.8,11.7,329,5,-0.355356,-1.285448,Flooding
32.491525,29.047341,37,10,0.060393,-1.80177,Flooding
325.666667,6.666667,327.5,3.25,-0.056569,-1.1544,Flooding
65.172414,2.004926,66,2,0.996265,0.140632,Flooding
326.2,1.2,326,0,0.867528,-0.270833,Flooding
32.542373,7.493863,34.5,4.5,0.152045,-1.242761,Flooding
163.090909,1.090909,164,2,-0.182574,-1.966667,Flooding
32.525424,7.770894,35,5,-0.297017,-0.636538,Flooding
32.525424,8.770894,35,5,-0.05585,-1.107443,Flooding
32.525424,30.667446,36,7,0.111476,-0.120392,Flooding
32.59322,7.555815,35,4.5,-0.066337,-0.909023,Flooding
32.440678,45.354179,38.5,12.5,0.065887,-1.82771,Flooding
32.59322,28.107539,36.5,8.5,-0.10626,-1.152211,Flooding
32.644068,3.405611,34,3,0.516239,-0.17592,Flooding
32.525424,63.081239,35.5,5.5,0.170464,-0.745141,Flooding
65.137931,1.980296,66,2,0.925767,-0.071253,Flooding
32.423729,43.317358,38,12,0.042499,-1.765845,Flooding
32.474576,14.59848,36,7,0.016276,-1.696614,Flooding
32.457627,36.183518,38.5,11.5,0.039001,-1.852958,Flooding
32.576271,6.144944,34,4,0.21296,-1.117338,Flooding
64.241379,45.903941,66,2,-1.290916,4.1237,Flooding
32.694915,33.146698,36,7,0.032007,-0.709584,Flooding
32.525424,5.632963,34,4,0.124159,-1.405499,Flooding
33.034483,28.840895,35.75,6.75,2.668843,12.574003,Flooding
65.103448,1.310345,66,2,-0.494776,-0.003554,Flooding
325.666667,15.866667,327.5,2.5,-0.45912,-0.316927,Flooding
32.457627,24.390415,37,9.5,0.031068,-1.860197,Flooding
325.2,24.7,326,1,-0.132791,-0.528061,Flooding
65.1,1.334483,66,2,-0.469574,-0.177033,Flooding
325.4,0.3,326,1,0.408248,-1.833333,Flooding
32.508475,4.771479,34,4,0.10359,-1.384982,Flooding
162.909091,0.490909,163,0,-1.723715,3.709877,Flooding
33.068966,29.047792,36,7,2.606862,12.249195,Flooding
32.491525,14.150789,36,7,0.052837,-1.43538,Flooding
32.508475,19.28872,36,7,0.023746,-0.117331,Flooding
32.457627,42.114553,39,13,0.039186,-1.895652,Flooding
32.491525,11.530099,35,6,0.211363,-0.904156,Flooding
32.389831,32.172998,36.5,8.5,-0.03057,-0.812809,Flooding
32.466667,6.117514,34,4,0.267265,-1.149474,Flooding
32.491525,71.081823,38,11,0.116899,-1.127331,Flooding
65.133333,1.085057,66,2,-0.082471,-0.998743,Flooding
32.457627,39.631794,39,13,0.014468,-1.891723,Flooding
32.525424,15.322618,36,7,0.111792,-1.64745,Flooding
32.491525,39.323203,39,13,0.020793,-1.691043,Flooding
32.59322,4.521333,34,3,-0.217072,-0.873343,Flooding
64.966667,56.102299,66,2,0.369047,6.241852,Flooding
32.525424,15.460549,36,7,0.113558,-1.280917,Flooding
32.610169,4.276447,34,3,0.083705,-1.365959,Flooding
32.525424,15.046756,36,7,0.090218,-1.369305,Flooding
65.266667,1.305747,66,2,0.449849,-0.671816,Flooding
326.2,19.2,328,3,-0.12997,-0.777425,Flooding
32.525424,23.046756,37,9,0.043917,-1.84737,Flooding
326.2,22.2,328,2,-0.46047,-0.571768,Flooding
65.241379,1.403941,66,2,0.439741,-0.828199,Flooding
326.8,5.7,328,3,0.138023,-1.279317,Flooding
32.633333,5.253107,34,4,0.065139,-1.357129,Flooding
163.181818,0.963636,164,1.5,0.296884,-0.852439,Flooding
32.525424,11.667446,36,7,0.083672,-1.527565,Flooding
